property,synsetId,synsetName,mean,normVar,n,minValue,maxValue
Volume,n04175147,server,22.21,1.13,6.0,7.470941844,24.4817406
Volume,n03525454,holder,0.37,0.64,7.0,0.212545412,0.558954435
Volume,n04394261,target,0.51,0.83,7.0,0.23922479,0.655324545
Volume,n04304375,starter,1.95,0.22,9.0,1.515151215,2.335315554
Volume,n04283378,spoke,0.16,0.85,2.0,0.092077904,0.229480474
Volume,n03513137,helmet,6.59,0.0,1.0,6.585764928,6.585764928
Volume,n03358172,flash,0.4,0.0,1.0,0.399215375,0.399215375
Volume,n03659809,lever,0.12,0.27,3.0,0.098106357,0.137333306
Volume,n03431570,gearbox,1.11,2.0,8.0,0.119556794,0.457082052
Volume,n02933340,cabinet,50.86,0.21,3.0,43.45336801,56.25215335
Volume,n03001627,chair,68.44,0.32,7.0,48.46833455,83.90180155
Volume,n04451818,tool,0.25,1.46,11.0,0.033358451,0.317584353
Volume,n02810471,battery,0.11,0.0,1.0,0.109332342,0.109332342
Volume,n06267893,tabloid,0.02,0.94,2.0,0.010330085,0.02860389
Volume,n04261506,soundbox,1.68,1.38,6.0,0.089992969,2.526424004
Volume,n04256891,softball,0.83,0.78,4.0,0.219058398,1.460123087
Volume,n03340723,finder,0.08,0.0,1.0,0.08011756,0.08011756
Volume,n03916031,perfume,0.23,0.77,18.0,0.103896083,0.401785635
Volume,n03636248,lamp,2.08,0.0,1.0,2.077921666,2.077921666
Volume,n03441112,glove,0.3,1.41,15.0,0.110129848,0.256906339
Volume,n03135532,cross,0.41,0.92,6.0,0.141477245,0.473999906
Volume,n03859958,outfit,0.55,0.08,3.0,0.536432794,0.584883001
Volume,n03793489,mouse,0.21,0.98,17.0,0.077437214,0.319134794
Volume,n02870526,book,0.23,0.54,21.0,0.141985478,0.306818121
Volume,n02999410,chain,0.26,1.46,11.0,0.016839062,0.308552699
Volume,n04540053,volleyball,2.11,0.58,15.0,1.197467295,2.985739668
Volume,n03320046,fan,16.31,0.97,12.0,3.529194647,24.40406335
Volume,n03091374,connection,0.03,0.25,2.0,0.027240254,0.035054106
Volume,n03619396,kit,0.71,0.95,6.0,0.125541101,1.256493257
Volume,n04306847,statue,4.52,0.74,8.0,1.941700914,6.938238885
Volume,n04401949,telephone_jack,0.2,1.66,13.0,0.025974021,0.113181796
Volume,n02963821,car_door,0.1,0.0,1.0,0.096103877,0.096103877
Volume,n02974003,car_wheel,7.2,0.0,1.0,7.200518053,7.200518053
Volume,n02964634,cargo_area,22.32,2.09,10.0,3.443722261,9.876621419
Volume,n03102859,cooling_system,33.0,19.0,7.0,65.0,13.0
Volume,n03209477,disk_controller,0.43,1.23,7.0,0.24768797,0.270730466
Volume,n03213826,distributor_point,0.03,0.0,1.0,0.025974021,0.025974021
Volume,n03243625,drive_line,0.02,0.0,1.0,0.019480516,0.019480516
Volume,n03272810,electric_meter,0.37,0.51,10.0,0.206586539,0.481601636
Volume,n03273061,electric_motor,3.04,0.92,8.0,0.150752135,5.919268307
Volume,n03305300,explosive_detection_system,0.09,0.0,1.0,0.090507099,0.090507099
Volume,n03344305,fire_bell,0.75,0.6,7.0,0.452921988,0.854311519
Volume,n03394649,french_door,17.31,0.0,2.0,17.31272384,17.31272384
Volume,n03452741,grand_piano,108.7,1.59,8.0,30.91474328,70.09774818
Volume,n03478589,half_track,0.74,0.83,7.0,0.388744512,0.820367006
Volume,n03518631,high_gear,0.51,0.83,2.0,0.299865741,0.722869987
Volume,n03528901,home_plate,2.17,0.94,14.0,0.732757431,2.341557977
Volume,n03535780,horizontal_bar,381.47,0.92,2.0,205.3062364,557.6330064
Volume,n03543603,hot_tub,417.35,0.84,11.0,70.51621979,630.9089659
Volume,n03579538,interior_door,16.16,0.68,3.0,8.337598348,20.11324277
Volume,n03580518,internal_drive,0.3,1.1,7.0,0.101850196,0.273263095
Volume,n03652389,leaf_spring,4.06,0.79,11.0,1.38724269,6.823050596
Volume,n03752398,metal_wood,2.4,1.11,6.0,0.438850562,2.818519463
Volume,n03887330,paper_feed,0.05,0.0,1.0,0.046946852,0.046946852
Volume,n03888605,parallel_bars,137.23,1.79,7.0,10.59972057,87.56052204
Volume,n03996004,power_pack,0.11,0.65,12.0,0.057133119,0.151616853
Volume,n04024274,punch_press,0.29,0.0,1.0,0.285714229,0.285714229
Volume,n04042795,radio_link,2.16,0.4,2.0,1.721861131,2.59415533
Volume,n04098399,rock_bit,0.06,1.96,10.0,0.009002842,0.037518607
Volume,n04113406,roulette_wheel,4.68,0.41,7.0,3.42370062,5.386362569
Volume,n04139859,savings_bank,1.12,0.78,6.0,0.621649227,1.159064705
Volume,n04146504,school_bell,2.89,1.57,5.0,0.166017283,1.55844125
Volume,n04154938,screw_thread,0.03,1.2,6.0,0.005194804,0.043889602
Volume,n04165945,security_system,3.37,0.65,9.0,1.736200955,4.406453672
Volume,n04177041,set_gun,0.67,0.34,3.0,0.529491237,0.810242264
Volume,n04288533,spring_balance,0.04,0.91,9.0,2.34e-05,0.061688299
Volume,n04301474,standard_cell,-1.0,0.0,1.0,0.003287337,0.003287337
Volume,n04313503,steering_wheel,4.1,0.75,11.0,2.025973624,4.814006985
Volume,n04329834,storm_door,22.73,0.0,1.0,22.72815134,22.72815134
Volume,n04405762,television_monitor,10.05,0.05,3.0,9.830487229,10.37352067
Volume,n04405907,television_receiver,1.74,1.39,8.0,0.23865143,1.947778835
Volume,n04408871,temporary_hookup,0.23,0.0,1.0,0.23458004,0.23458004
Volume,n04418644,theater_light,1.08,0.0,1.0,1.078424029,1.078424029
Volume,n04425977,third_gear,2.54,0.15,3.0,2.412661859,2.805194249
Volume,n04493109,try_square,0.95,2.36,15.0,0.092896103,0.217938807
Volume,n04510706,universal_joint,0.39,2.35,15.0,0.009312063,0.062936499
Volume,n04561287,water_meter,0.56,1.11,12.0,0.122700192,0.927490206
Volume,n02912065,buffet,88.05,0.16,6.0,74.33212304,99.67424364
Volume,n14820180,concrete,2.23,0.75,2.0,1.389668556,3.060624935
Volume,n02795528,barrel,41.57,0.86,6.0,8.341989689,64.26571372
Volume,n03327841,fender,38.423,0.59,3.0,23.81906922,50.10821518
Volume,n02969010,carriage,27.65,1.0,2.0,13.87784628,41.41327913
Volume,n04187547,shed,652.2,1.09,14.0,281.0681261,686.8277657
Volume,n04140631,sawhorse,12.15,0.52,10.0,8.148050333,17.14438622
Volume,n03450881,grab,2.25,0.35,2.0,1.85227236,2.647726748
Volume,n04238128,slide,173.04,0.83,12.0,52.13797668,243.8893057
Volume,n04127904,sail,1.59,0.0,1.0,1.590908776,1.590908776
Volume,n02918831,bumper,0.83,0.0,1.0,0.831168666,0.831168666
Volume,n04525038,velvet,-1.0,0.0,3.0,0.004329003,0.004329003
Volume,n03094159,contact,0.07,0.0,1.0,0.073593059,0.073593059
Volume,n03789946,motor,10.62,0.99,2.0,5.356494692,15.89328764
Volume,n04594218,wire,1.06,2.44,15.0,0.070153666,0.18809953
Volume,n02936921,cage,47.02,1.25,4.0,5.022208772,63.04273642
Volume,n02970849,cart,38.35,0.96,4.0,7.168829748,56.220971
Volume,n04151581,screen,7.46,0.37,2.0,6.058792089,8.853650843
Volume,n04153330,screening,9.54,0.53,3.0,6.298294206,12.42221074
Volume,n02934168,cable,7.98,0.0,1.0,7.981089327,7.981089327
Volume,n02936714,cage,3.99,1.06,3.0,1.0702281,5.971201154
Volume,n04373894,sword,1.61,1.06,8.0,0.58360378,1.677172557
Volume,n03458422,grid,0.14,0.53,3.0,0.092803012,0.184240743
Volume,n02865665,bolt,0.17,0.0,1.0,0.172519446,0.172519446
Volume,n03531281,hood,1.51,1.2,7.0,0.303993446,2.260902149
Volume,n02844714,bit,0.12,0.0,1.0,0.116190453,0.116190453
Volume,n04045941,rag,2.28,0.66,8.0,1.341991076,3.369588077
Volume,n02786837,bandsaw,24.56,0.69,8.0,10.3341538,33.11261519
Volume,n04157320,sculpture,2.16,0.48,4.0,1.99994111,2.865499432
Volume,n03728437,match,0.06,0.0,1.0,0.057999989,0.057999989
Volume,n04256520,sofa,449.73,0.05,2.0,438.198398,461.2620298
Volume,n03539433,horseshoe,0.81,0.85,6.0,0.139454518,1.491688016
Volume,n04216634,sieve,1.62,0.47,14.0,1.355021376,2.260874925
Volume,n04291242,square,0.45,1.15,10.0,0.182019039,0.325292143
Volume,n04370048,sweater,0.77,0.82,9.0,0.446541037,0.857142687
Volume,n03073977,column,6.92,0.93,7.0,1.152525746,11.17012766
Volume,n02871147,bookmark,0.02,1.15,6.0,0.006258094,0.025733761
Volume,n04060647,receiver,9.56,1.12,13.0,4.558440655,10.29869926
Volume,n02955065,cap,0.97,0.56,5.0,0.421402514,1.454545166
Volume,n03880531,pan,3.69,0.99,10.0,1.201298463,6.038851617
Volume,n04459362,towel,0.01,0.0,1.0,0.00950577,0.00950577
Volume,n02773037,bag,0.01,0.0,1.0,0.010389608,0.010389608
Volume,n02948072,candle,0.76,0.4,5.0,0.448051859,0.842250915
Volume,n04254777,sock,0.17,1.01,17.0,0.075757561,0.214285672
Volume,n02801525,basin,2.71,0.71,8.0,1.420773001,2.781884595
Volume,n03430551,gear,0.19,0.97,7.0,0.017820793,0.298528079
Volume,n06613686,movie,0.06,0.63,3.0,0.048195962,0.092857124
Volume,n02876657,bottle,0.36,1.34,4.0,0.043019472,0.423413789
Volume,n04100174,rod,0.05,0.0,1.0,0.046337653,0.046337653
Volume,n04412097,tent-fly,78.76,3.41,14.0,1.367780032,6.412877517
Volume,n04161358,seat,27.7,0.99,2.0,13.93834712,41.47150523
Volume,n03832673,notebook,0.89,0.0,1.0,0.892499823,0.892499823
Volume,n04028315,puzzle,0.87,0.0,1.0,0.870440845,0.870440845
Volume,n02824448,bell,0.19,0.35,3.0,0.141093046,0.214138486
Volume,n04452615,toolbox,21.96,0.77,9.0,8.961037185,32.90042638
Volume,n03964495,playpen,97.53,1.21,16.0,9.195452723,152.7110087
Volume,n02818832,bed,1.66,1.0,2.0,0.829956545,2.481211629
Volume,n02784998,band,0.23,1.53,5.0,0.015584412,0.11255409
Volume,n03725035,mask,0.64,0.62,7.0,0.425584331,0.755878638
Volume,n06277135,radio,1.08,0.62,13.0,0.537229331,1.454545166
Volume,n04125021,safe,3.48,0.84,2.0,2.024147056,4.937993339
Volume,n02773838,bag,6.22,0.63,5.0,3.133505872,9.999998018
Volume,n04197391,shirt,0.45,0.89,6.0,0.233766187,0.756623227
Volume,n04004475,printer,7.06,0.86,3.0,3.065750555,10.43451741
Volume,n02839910,bin,10.21,0.6,9.0,5.033278223,14.43666381
Volume,n03376279,folder,0.34,1.33,14.0,0.071412382,0.268093832
Volume,n02974697,case,0.08,1.15,7.0,0.040033849,0.04435342
Volume,n03986355,portfolio,0.85,1.04,18.0,0.449052941,0.855285545
Volume,n03897943,patch,0.04,2.24,9.0,0.005275973,0.013268777
Volume,n02788021,banner,0.22,1.2,14.0,0.026155768,0.360254258
Volume,n03433877,generator,6.58,0.93,6.0,0.989090713,11.09963416
Volume,n02770585,backsaw,0.51,0.3,4.0,0.371666593,0.647439049
Volume,n03642806,laptop,0.75,1.0,14.0,0.362035803,0.703547341
Volume,n03374838,fob,0.21,0.62,3.0,0.159367934,0.299098534
Volume,n03691459,loudspeaker,26.15,0.62,6.0,18.30924706,33.08416803
Volume,n04509592,uniform,1.6,0.07,2.0,1.541636058,1.659575429
Volume,n02991048,cell,0.08,1.22,8.0,0.021772359,0.076504341
Volume,n03862676,oven,65.32,0.91,16.0,18.95235195,93.38422045
Volume,n03991062,pot,7.7,0.5,3.0,5.718463964,10.30169493
Volume,n03929660,pick,0.02,0.86,6.0,0.008685063,0.023376619
Volume,n03043958,clip,0.04,1.32,10.0,0.006275322,0.060577747
Volume,n03206908,dish,2.25,0.93,9.0,1.094696753,2.043380547
Volume,n03683341,lock,1.23,1.37,7.0,0.126837274,1.721482343
Volume,n03759954,microphone,1.33,0.75,16.0,0.551947943,1.943181433
Volume,n04190052,shelf,20.22,1.03,13.0,3.76071354,41.45453724
Volume,n03705379,magnet,0.06,0.77,14.0,0.025974021,0.08261362
Volume,n03179701,desk,98.0,0.91,2.0,21.47998561,114.0
Volume,n04328186,stopwatch,0.16,1.24,15.0,0.038478347,0.189324638
Volume,n04162433,seat,4.19,0.79,5.0,1.920028191,7.718959509
Volume,n02777100,balance,1.76,0.07,3.0,1.673213954,1.828752884
Volume,n04033995,quilt,28.0,1.3,5.0,8.373557198,13.0909065
Volume,n04545471,walker,32.16,1.0,5.0,13.82223826,22.98700843
Volume,n04212282,shuttlecock,0.34,0.44,17.0,0.25199995,0.415549701
Volume,n04021798,pump,11.71,0.0,1.0,11.70562539,11.70562539
Volume,n03046257,clock,0.9,1.37,9.0,0.295860331,0.744207645
Volume,n03106898,cord,0.36,0.71,10.0,0.184302994,0.396455549
Volume,n04275904,spike,0.24,0.0,1.0,0.241558394,0.241558394
Volume,n03261776,earphone,0.15,2.07,12.0,0.016688308,0.130932874
Volume,n02803349,bass,13.57,0.0,1.0,13.57142588,13.57142588
Volume,n04228054,ski,2.65,1.0,2.0,1.324867656,3.974089384
Volume,n04118776,rule,-1.0,0.0,1.0,0.001515151,0.001515151
Volume,n02889646,brake,8.48,0.0,2.0,8.484846803,8.484846803
Volume,n03239726,drill,2.21,0.76,5.0,0.791386207,4.051460236
Volume,n02928608,button,1597.68,0.0,1.0,1597.684078,1597.684078
Volume,n03481172,hammer,0.3,0.43,8.0,0.22571293,0.33877937
Volume,n03354903,flag,0.68,1.23,5.0,0.183350613,0.415584333
Volume,n03434285,generator,22.86,0.0,1.0,22.85713833,22.85713833
Volume,n02806379,bat,7.03,0.91,2.0,3.831641557,10.22382103
Volume,n02822220,bedspread,74.09,1.29,12.0,7.678569907,101.038941
Volume,n03078995,compact,0.25,0.92,5.0,0.024857138,0.510010721
Volume,n02938886,calculator,1.45,0.58,6.0,1.075909554,1.449350362
Volume,n04151940,screen,63.26,0.0,1.0,63.26253292,63.26253292
Volume,n04199027,shoe,0.24,0.73,2.0,0.149864689,0.322970715
Volume,n03940256,pin,33369.66,0.97,2.0,17102.25861,49637.065
Volume,n02955767,cape,2.34,1.02,15.0,0.215064892,3.624622658
Volume,n03291819,envelope,1.34,0.65,3.0,0.967467341,1.955376236
Volume,n03619650,kit,0.25,1.0,2.0,0.124257957,0.372773871
Volume,n03990474,pot,9.43,1.3,10.0,0.368666594,15.64498472
Volume,n04301000,stand,0.98,1.31,3.0,0.073636349,1.455939105
Volume,n02810782,battery,0.18,1.18,8.0,0.02841837,0.304155784
Volume,n02884450,box,2.48,1.18,17.0,0.64383447,3.081730991
Volume,n02670683,accelerator,0.38,0.0,1.0,0.377524912,0.377524912
Volume,n04574999,wheel,6.3,1.08,9.0,0.458960948,11.45021418
Volume,n03636649,lamp,0.09,0.16,2.0,0.081527446,0.095673276
Volume,n03941013,pin,23.37,1.0,2.0,11.68306482,35.04919445
Volume,n03482001,hammer,0.49,0.0,1.0,0.488727176,0.488727176
Volume,n03013438,chemise,1.51,1.33,4.0,0.276644967,1.749999653
Volume,n03722007,marker,0.35,1.38,15.0,0.090779203,0.257421161
Volume,n02774152,bag,3.9,0.0,1.0,3.896103124,3.896103124
Volume,n03002096,chair,132.5,0.35,3.0,116.1716783,165.1428244
Volume,n04152387,screen,16.6,0.0,1.0,16.59739931,16.59739931
Volume,n03595614,jersey,0.49,0.3,6.0,0.393333255,0.507662237
Volume,n04586581,winder,0.56,0.71,3.0,0.365800793,0.836904596
Volume,n03339643,filter,0.83,0.0,1.0,0.826015312,0.826015312
Volume,n03770439,miniskirt,0.32,0.53,12.0,0.225331124,0.387047542
Volume,n03221720,door,30.63,0.61,2.0,21.2231973,40.02893802
Volume,n02954340,cap,1.28,0.0,1.0,1.277921825,1.277921825
Volume,n03442756,goal,22.33,1.65,7.0,5.255680777,13.53939126
Volume,n03710193,mailbox,10.9,1.11,9.0,2.181817749,19.55905072
Volume,n02933462,cabinet,45.06,1.19,3.0,7.321180367,65.90041984
Volume,n02933990,cable,0.73,1.86,10.0,0.083019464,0.541125434
Volume,n03467517,guitar,15.52,0.91,2.0,8.476459359,22.56574228
Volume,n03484083,handcart,8.02,0.85,8.0,3.84770703,9.790741566
Volume,n03183080,device,0.19,0.0,1.0,0.193402559,0.193402559
Volume,n03488188,handsaw,0.88,1.25,7.0,0.292857085,0.824458711
Volume,n03249569,drum,3.68,0.61,21.0,1.274999747,5.610388498
Volume,n03158885,dagger,0.56,1.02,14.0,0.200804073,0.627509616
Volume,n03014705,chest,66.64,0.36,4.0,53.157457,86.39427859
Volume,n04550184,wardrobe,183.33,0.48,11.0,169.9133862,223.4892414
Volume,n02908217,brush,0.31,1.34,16.0,0.152894991,0.284090853
Volume,n04571292,weight,2.2,1.06,4.0,0.705357003,2.453298215
Volume,n03954731,plane,0.42,0.79,2.0,0.252128467,0.584749072
Volume,n04161981,seat,5.4,0.43,3.0,3.997834705,6.865799505
Volume,n04453666,top,0.26,0.77,6.0,0.059029209,0.421753163
Volume,n04288272,spring,0.02,1.1,5.0,0.000879693,0.031655838
Volume,n04346511,stylus,0.03,1.3,16.0,0.001892843,0.054979535
Volume,n03938244,pillow,7.84,1.18,22.0,1.536796232,8.950214676
Volume,n03955296,plane,0.87,0.43,2.0,0.681224969,1.055646254
Volume,n04381073,tablespoon,0.09,1.1,5.0,0.012742159,0.151363606
Volume,n02976939,cashbox,1.37,0.51,13.0,1.355746917,1.757739911
Volume,n04603729,worktable,119.97,1.12,8.0,24.31380362,163.2893962
Volume,n03145522,cue,0.99,0.62,8.0,0.717938169,0.983766039
Volume,n03682487,lock,0.36,1.45,12.0,0.010789001,0.376421516
Volume,n04072193,regulator,1.4,1.07,15.0,0.325818117,1.949358921
Volume,n04149083,scoop,0.35,0.97,15.0,0.137915016,0.466450124
Volume,n04576002,wheelchair,105.06,1.28,5.0,3.437765552,119.9999762
Volume,n03820154,net,0.12,0.0,1.0,0.124813828,0.124813828
Volume,n04318131,stick,0.22,0.31,4.0,0.170622261,0.242819277
Volume,n03797390,mug,0.25,0.5,4.0,0.245073545,0.326324611
Volume,n03532919,hook,0.57,1.36,5.0,0.181727774,0.303030243
Volume,n03244047,driver,6.28,0.43,11.0,4.957791225,8.415582748
Volume,n02785648,bandage,0.07,1.39,15.0,0.14,0.01
Volume,n03665366,light,0.16,1.56,12.0,0.026662852,0.170400399
Volume,n03114236,costume,2.88,0.58,14.0,1.818181458,3.636362916
Volume,n04067658,reel,1.51,0.9,7.0,0.386837045,2.34222762
Volume,n02801938,basket,25.39,0.13,6.0,22.80951929,26.97970244
Volume,n03652932,leash,0.25,0.75,16.0,0.10413959,0.31168825
Volume,n03337140,file,5.29,1.12,3.0,1.092856979,7.611727387
Volume,n03250279,drumhead,1.14,0.25,8.0,0.928811504,1.302380694
Volume,n02975589,case,0.11,0.0,1.0,0.114399977,0.114399977
Volume,n03819994,net,8.01,1.07,3.0,2.035713882,11.8441535
Volume,n04154340,screw,0.07,0.9,10.0,0.000589104,0.093704527
Volume,n03820318,net,0.84,0.0,1.0,0.836882951,0.836882951
Volume,n03513376,helmet,5.13,0.48,21.0,3.424362958,6.749998662
Volume,n04004767,printer,10.12,0.59,6.0,5.097050938,13.70433062
Volume,n03753077,meter,0.16,1.11,5.0,0.046753237,0.171337602
Volume,n03945615,pipe,0.06,0.73,11.0,0.034740253,0.062841979
Volume,n04555897,watch,0.1,0.76,8.0,0.03729272,0.155607112
Volume,n06591815,album,0.26,1.2,3.0,0.038738984,0.375724848
Volume,n03388043,fountain,3.07,0.64,11.0,1.883928198,3.837661577
Volume,n03700963,machine,7.29,1.31,16.0,0.568668718,9.618480778
Volume,n03906997,pen,0.04,2.24,21.0,0.00548115,0.042670121
Volume,n02879718,bow,5.67,0.63,10.0,3.06818121,7.683541497
Volume,n04605446,wrap,4.17,1.34,8.0,0.742855978,5.113899419
Volume,n04476259,tray,2.29,2.41,20.0,0.323701956,1.058441349
Volume,n03236735,dress,0.41,0.47,13.0,0.362741461,0.495818084
Volume,n04286575,spotlight,38.6,1.87,10.0,0.898856965,7.123375212
Volume,n02817031,bearing,0.25,2.02,13.0,0.013740257,0.111506471
Volume,n04330340,stove,1.14,0.0,1.0,1.14123354,1.14123354
Volume,n04500060,turner,0.27,0.69,14.0,0.133201272,0.329733701
Volume,n02827606,belt,0.14,0.51,3.0,0.092824657,0.178149315
Volume,n03378765,football,2.52,0.92,4.0,0.852813684,3.58034304
Volume,n03658858,level,0.36,1.47,16.0,0.081891218,0.485272631
Volume,n03531546,hood,32.24,0.0,1.0,32.23635725,32.23635725
Volume,n04026417,purse,2.0,0.75,14.0,0.996733841,2.301812314
Volume,n04125116,safe,10.8,0.75,6.0,3.654812993,14.80723444
Volume,n03626115,knob,0.12,0.93,5.0,0.037337655,0.128160148
Volume,n03068998,collar,0.32,1.52,4.0,0.03088963,0.335389544
Volume,n04533946,videodisk,0.09,0.0,1.0,0.086249983,0.086249983
Volume,n02909053,bubble,1.67,2.09,10.0,0.366493434,0.833279056
Volume,n03816136,needle,1171.7,1.55,5.0,95.86104466,599.1315291
Volume,n03219135,doll,0.12,0.0,1.0,0.117489154,0.117489154
Volume,n03956785,planner,0.1,0.57,9.0,0.067878774,0.142857115
Volume,n03666591,lighter,0.1934119,0.6,13.0,0.1318089364,0.2396526116
Volume,n02883344,box,0.65,0.64,4.0,0.469558626,0.77239568
Volume,n03456299,grease-gun,3.46,0.85,14.0,1.065973815,5.8666365
Volume,n04214649,sidelight,1.05,0.69,2.0,0.688446833,1.415989979
Volume,n04192238,shelter,278.33,1.66,4.0,1.625230197,294.6111429
Volume,n02828884,bench,49.96,0.77,3.0,28.48267834,74.93613233
Volume,n02683323,afghan,4.15,1.0,11.0,1.57622696,4.045453744
Volume,n02844307,bit,0.04,1.01,4.0,0.017349496,0.042034624
Volume,n02742753,arrow,1.82,0.85,2.0,1.046017109,2.585324163
Volume,n02909870,bucket,3.02,0.08,3.0,2.919749252,3.183780901
Volume,n04038440,rack,18.71,0.7,3.0,13.72527866,27.93465355
Volume,n02982599,catch,1.02,0.0,1.0,1.020021443,1.020021443
Volume,n03623556,knife,0.06,1.21,12.0,0.004379502,0.089458424
Volume,n04141975,scale,0.99,0.42,7.0,0.711688171,1.283960784
Volume,n04298765,stake,0.46,1.2,8.0,0.035048719,0.667285582
Volume,n04020298,pulley,0.42,1.77,16.0,0.174593472,0.241076576
Volume,n04236702,sleeve,0.35,1.07,8.0,0.048720398,0.577993392
Volume,n03929443,pick,0.05,1.17,3.0,0.008818222,0.071103882
Volume,n02933112,cabinet,187.15,0.72,2.0,119.3495096,254.9519584
Volume,n03340009,filter,0.9,1.91,5.0,0.012310604,0.128507911
Volume,n03880323,pan,0.95,0.72,3.0,0.58288733,1.404743222
Volume,n04299963,stamp,4.36,1.73,4.0,0.012039639,4.3729034
Volume,n03208556,disk,0.24,0.66,6.0,0.130236987,0.268019427
Volume,n03624134,knife,0.03,0.5,2.0,0.023809519,0.039682532
Volume,n04038727,rack,98.51,0.97,6.0,12.09648705,162.3194483
Volume,n04587648,window,3.34,0.98,2.0,1.699674988,4.98214187
Volume,n03584254,ipod,0.02,0.97,13.0,0.011663998,0.014181815
Volume,n04474466,trap,0.78,0.57,5.0,0.379870055,0.943722757
Volume,n02666624,a_battery,0.12,0.09,6.0,0.34,0.07
Volume,n02676566,acoustic_guitar,19.52,0.31,14.0,13.62207522,23.12878329
Volume,n02678897,adapter,0.07,1.02,13.0,0.025974021,0.073051934
Volume,n02679257,adding_machine,2.11,0.62,10.0,1.222402355,3.605518766
Volume,n02686379,air_conditioner,22.39,0.39,12.0,16.35467749,25.23988542
Volume,n02687682,air_cushion,1.01,0.93,5.0,0.204020726,2.005713888
Volume,n02688273,air_filter,0.54,0.74,4.0,0.225649306,0.70259614
Volume,n02689274,air_gun,3.0,0.62,9.0,2.016666267,3.299999346
Volume,n02692513,air_pump,0.79,0.99,10.0,0.266428519,0.88140134
Volume,n02694662,alarm_clock,0.88,1.27,11.0,0.249248814,0.896103718
Volume,n02708093,analog_clock,0.69,0.84,13.0,0.242424194,1.061236153
Volume,n02708224,analog_computer,0.22,0.0,1.0,0.22102593,0.22102593
Volume,n02708433,analog_watch,0.13,1.16,8.0,0.014610387,0.185688275
Volume,n02709367,anchor,0.52,1.34,7.0,0.033179214,0.736623231
Volume,n02715229,antenna,14.79,2.51,9.0,0.420727189,3.482423552
Volume,n02727141,aperture,0.28,0.0,1.0,0.27958436,0.27958436
Volume,n02729837,appliance,4.24,0.36,3.0,3.343938731,5.189934036
Volume,n02729965,appliance,1.73,1.98,6.0,0.087067082,0.387310529
Volume,n02730930,apron,0.33,0.88,12.0,0.153246723,0.365952308
Volume,n02732072,aquarium,6.72,0.74,15.0,4.472536992,7.324533905
Volume,n02735268,arch_support,0.16,0.87,11.0,0.04387445,0.240056722
Volume,n02738859,arm_guard,0.27,1.27,12.0,0.085681801,0.211149309
Volume,n02738535,armchair,35.81,0.72,5.0,31.79220149,31.79220149
Volume,n02747177,ashcan,10.9,0.0,1.0,10.89523594,10.89523594
Volume,n02752615,athletic_supporter,0.31,1.31,12.0,0.099246734,0.287870073
Volume,n02757061,audio_cd,0.23,0.87,2.0,0.130357117,0.331547553
Volume,n02757462,audio_system,17.77,0.65,10.0,11.48995173,21.19568411
Volume,n02760855,automatic_rifle,4.37,1.01,9.0,0.8426665,4.768635419
Volume,n02763306,auxiliary_storage,0.03,0.0,1.0,0.031204721,0.031204721
Volume,n02766320,baby_bed,134.96,0.91,7.0,37.89690807,230.3814478
Volume,n02767147,baby_shoe,0.54,0.59,14.0,0.405415504,0.628636239
Volume,n02768655,back_brace,0.68,0.68,13.0,0.320497772,0.927385098
Volume,n02769748,backpack,8.27,0.53,14.0,6.55258961,9.547466004
Volume,n02772101,backup_system,1.55,0.7,4.0,0.922321246,1.746089654
Volume,n02777292,balance_beam,7.0,0.68,8.0,2.667531939,9.220777393
Volume,n02794664,bar_printer,1.32,0.2,3.0,1.130683759,1.447067246
Volume,n02790669,barbecue,81.9,1.13,4.0,7.375067532,121.9715667
Volume,n02799323,baseball_cap,0.73,0.46,11.0,0.601164357,0.825610226
Volume,n02800213,baseball_glove,2.6,0.87,13.0,1.261090659,2.090908676
Volume,n02803666,bass_drum,9.27,1.52,7.0,2.196051513,5.662219657
Volume,n02804123,bass_guitar,11.47,0.35,11.0,9.967361661,14.20611261
Volume,n02808304,bath_towel,4.65,2.15,11.0,1.247077675,1.982993113
Volume,n02809736,baton,0.87,1.43,5.0,0.029922072,0.880908916
Volume,n02811059,batting_cage,17491.1,1.22,6.0,42.19858471,24326.64453
Volume,n02814116,bb_gun,3.22,1.4,13.0,1.174242192,1.988635969
Volume,n02814428,beach_towel,2.46,1.47,12.0,0.463722852,1.898879494
Volume,n02820675,bed_jacket,1.82,0.3,8.0,1.707567843,2.134908668
Volume,n02823428,beer_bottle,5.18,0.83,5.0,2.281090457,6.22311565
Volume,n02823510,beer_can,0.33,0.89,2.0,0.18272647,0.477443494
Volume,n02823750,beer_glass,2.29,1.01,18.0,0.386837586,3.213792788
Volume,n02824058,beer_mug,1.62,0.9,12.0,0.517090807,2.378002775
Volume,n02826068,bell_jar,1.86,0.86,7.0,0.745766074,2.881628217
Volume,n02828115,belt,0.39,1.02,3.0,0.115127683,0.578537494
Volume,n02829596,bench_press,536.07,0.87,9.0,57.66232623,923.4760074
Volume,n02830157,bender,0.9,0.51,3.0,0.662337531,1.206882878
Volume,n02835915,bicycle_seat,1.71,0.68,12.0,0.993463007,2.472687822
Volume,n02837789,bikini,0.49,0.52,8.0,0.257837611,0.694629732
Volume,n02840134,binder,1.68,0.59,13.0,1.001420256,2.04280479
Volume,n02847631,black_tie,0.12,0.67,16.0,0.060129858,0.214523767
