workerId	cond	rand	order	task	qval	q1YN	q2rate	reunit	integ	pa	off	educ	drop
A37I58C4258IPX	integ	0	14	integrationS::15::1	400 gallons	1	6	0	1	0	0	bach	0
A38U3EWZNEOMUH	integ	0	8	integrationS::15::1	400 gallons	1	5	0	1	0	0	high	0
A3N0QZ9ZKUCTCQ	integ	0	11	integrationS::15::1	400 gallons	1	5	0	1	0	0	bach	0
A3NKA0NIM0TX5C	integ	0	11	integrationS::15::1	technical error not displayed	0	3	0	1	0	0	high	1
A3P5WIW36V70AI	integ	0	5	integrationS::15::1	400 gallons	1	3	0	1	0	0	high	0
A3QSFE6GKO157S	integ	0	6	integrationS::15::1	400 gallons	1	5	0	1	0	0	bach	0
A423QQ5WN43B9	integ	0	6	integrationS::15::1	400 gallons 	1	4	0	1	0	0	grad	0
A79EZLBBN7JVG	integ	0	1	integrationS::15::1	400 gallons	1	5	0	1	0	0	high	0
AZTTSP8SAHDR6	integ	0	4	integrationS::15::1	400 gallons	0	1	0	1	0	0	bach	0
A110KENBXU7SUJ	integ	0	4	integrationS::2::0	"1,000 feet"	1	2	0	1	0	0	high	0
A1BXZYF3XW11LQ	integ	0	14	integrationS::2::0	"1,000 feet"	0	2	0	1	0	0	bach	0
A1UY2W2FL9CWN	integ	0	15	integrationS::2::0	"1,000 feet"	1	5	0	1	0	0	bach	0
A1VL7507UONPX0	integ	0	10	integrationS::2::0	"1,000 feet"	1	6	0	1	0	0	bach	0
A263KB3YR8VZTF	integ	0	7	integrationS::2::0	"1,000 feet"	1	6	0	1	0	0	other	0
A2A07J1P6YEW6Z	integ	0	9	integrationS::2::0	1000 feet	1	5	0	1	0	0	grad	0
A2TYLR23CHRULH	integ	0	2	integrationS::2::0	" 1,000 feet"	1	5	0	1	0	0	high	0
A2YLLYJ04QIRXZ	integ	0	3	integrationS::2::0	"1,000 feet"	0	0	0	1	0	0	bach	0
A2ZJS73XSSMRTD	integ	0	5	integrationS::2::0	"1,000 feet "	1	6	0	1	0	0	high	0
A31IZKL0SIL3MB	integ	0	5	integrationS::2::0	1000 feet	1	5	0	1	0	0	high	0
A37I58C4258IPX	integ	0	1	integrationS::2::0	"1,000 feet"	1	5	0	1	0	0	bach	0
A38U3EWZNEOMUH	integ	0	6	integrationS::2::0	1000 feet	1	3	0	1	0	0	high	0
A3N0QZ9ZKUCTCQ	integ	0	4	integrationS::2::0	"1,000 feet"	1	2	0	1	0	0	bach	0
A3P5WIW36V70AI	integ	0	12	integrationS::2::0	1000 ft	1	3	0	1	0	0	high	0
A3QSFE6GKO157S	integ	0	3	integrationS::2::0	"1,000 feet"	1	6	0	1	0	0	bach	0
A423QQ5WN43B9	integ	0	12	integrationS::2::0	"1,000 feet"	1	4	0	1	0	0	grad	0
A110KENBXU7SUJ	integ	0	3	integrationS::2::2	28 pounds	1	6	0	1	0	0	high	0
A12HZGOZQD5YK7	integ	0	3	integrationS::2::2	28 pounds	1	6	0	1	0	0	other	0
A1UY2W2FL9CWN	integ	0	8	integrationS::2::2	28 pounds	1	6	0	1	0	0	bach	0
A263KB3YR8VZTF	integ	0	6	integrationS::2::2	28 pounds	1	6	0	1	0	0	other	0
A27O2IILV3S5YS	integ	0	14	integrationS::2::2	28 pounds	0	3	0	1	0	0	bach	0
A2TYLR23CHRULH	integ	0	7	integrationS::2::2	28 pounds	1	6	0	1	0	0	high	0
A2YLLYJ04QIRXZ	integ	0	14	integrationS::2::2	28 pounds	1	6	0	1	0	0	bach	0
A2ZJS73XSSMRTD	integ	0	15	integrationS::2::2	28 pounds	1	6	0	1	0	0	high	0
A37I58C4258IPX	integ	0	4	integrationS::2::2	28 pounds	1	6	0	1	0	0	bach	0
A38U3EWZNEOMUH	integ	0	13	integrationS::2::2	28 pounds	1	5	0	1	0	0	high	0
A3N0QZ9ZKUCTCQ	integ	0	7	integrationS::2::2	28 pounds	1	6	0	1	0	0	bach	0
A3NKA0NIM0TX5C	integ	0	6	integrationS::2::2	technical error	0	3	0	1	0	0	high	1
A40LU73SS18IW	integ	0	13	integrationS::2::2	28 pounds	1	6	0	1	0	0	bach	0
A423QQ5WN43B9	integ	0	11	integrationS::2::2	28 pounds	1	4	0	1	0	0	grad	0
AZTTSP8SAHDR6	integ	0	5	integrationS::2::2	28 pounds	1	4	0	1	0	0	bach	0
A10DEO061A6L3O	integ	1	12	integrationR::13::10	"11,000 pounds"	0	1	0	1	0	0	bach	0
A12HZGOZQD5YK7	integ	1	1	integrationR::13::10	"11,000 pounds"	0	1	0	1	0	0	other	0
A16UAN46CNIRHY	integ	1	9	integrationR::13::10	"11,000 pounds"	1	4	0	1	0	0	bach	0
A263KB3YR8VZTF	integ	1	14	integrationR::13::10	"11,000 pounds"	0	1	0	1	0	0	other	0
A27O2IILV3S5YS	integ	1	9	integrationR::13::10	"7,700 pounds "	0	0	0	1	0	0	bach	0
A2A07J1P6YEW6Z	integ	1	8	integrationR::13::10	11000 pounds	0	1	0	1	0	0	grad	0
A2DSQT79EPX7MY	integ	1	4	integrationR::13::10	"11,000 pounds"	1	6	0	1	0	0	high	0
A2P065E9CYMYJL	integ	1	12	integrationR::13::10	"11,000 pounds"	1	3	0	1	0	0	high	0
A2S3MXU8T2I5H0	integ	1	13	integrationR::13::10	"11,000 pounds"	1	1	0	1	0	0	high	0
A2ZJS73XSSMRTD	integ	1	14	integrationR::13::10	"11,000 pounds "	0	1	0	1	0	0	high	0
A31IZKL0SIL3MB	integ	1	1	integrationR::13::10	11000	0	0	0	1	0	0	high	0
A3NKA0NIM0TX5C	integ	1	5	integrationR::13::10	"11,000 pounds"	1	4	0	1	0	0	high	0
A3QSFE6GKO157S	integ	1	4	integrationR::13::10	"11,000 pounds"	1	4	0	1	0	0	bach	0
A40LU73SS18IW	integ	1	10	integrationR::13::10	"11,000 pounds"	0	0	0	1	0	0	bach	0
AS1QMPXIT1EGX	integ	1	10	integrationR::13::10	"11,000 pounds"	0	1	0	1	0	0	bach	0
A110KENBXU7SUJ	integ	1	7	integrationR::14::1	125-meter 	0	0	0	1	0	0	high	0
A12HZGOZQD5YK7	integ	1	2	integrationR::14::1	125-meter	0	0	0	1	0	0	other	0
A1UY2W2FL9CWN	integ	1	13	integrationR::14::1	125-meter	1	5	0	1	0	0	bach	0
A27O2IILV3S5YS	integ	1	4	integrationR::14::1	125-meter	0	0	0	1	0	0	bach	0
A2A07J1P6YEW6Z	integ	1	5	integrationR::14::1	125 meters	0	0	0	1	0	0	grad	0
A2P065E9CYMYJL	integ	1	10	integrationR::14::1	 125-meter	1	2	0	1	0	0	high	0
A2ZJS73XSSMRTD	integ	1	13	integrationR::14::1	125-meter	0	1	0	1	0	0	high	0
A38U3EWZNEOMUH	integ	1	9	integrationR::14::1	125-meter	0	0	0	1	0	0	high	0
A3N0QZ9ZKUCTCQ	integ	1	8	integrationR::14::1	125-meter	1	5	0	1	0	0	bach	0
A3NKA0NIM0TX5C	integ	1	3	integrationR::14::1	technical error	0	3	0	1	0	0	high	1
A3P5WIW36V70AI	integ	1	2	integrationR::14::1	125 meters	0	1	0	1	0	0	high	0
A3QSFE6GKO157S	integ	1	1	integrationR::14::1	125-meter	1	4	0	1	0	0	bach	0
A40LU73SS18IW	integ	1	11	integrationR::14::1	125-meter	0	0	0	1	0	0	bach	0
AZTTSP8SAHDR6	integ	1	6	integrationR::14::1	125 meter	0	0	0	1	0	0	bach	0
A10DEO061A6L3O	integ	1	1	integrationR::15::1	400 gallons 	1	5	0	1	0	0	bach	0
A16UAN46CNIRHY	integ	1	13	integrationR::15::1	400 gallons	0	1	0	1	0	0	bach	0
A1BXZYF3XW11LQ	integ	1	13	integrationR::15::1	400 gallons	0	2	0	1	0	0	bach	0
A1VL7507UONPX0	integ	1	7	integrationR::15::1	400 gallons	0	1	0	1	0	0	bach	0
A27O2IILV3S5YS	integ	1	1	integrationR::15::1	400 gallons	0	0	0	1	0	0	bach	0
A2DSQT79EPX7MY	integ	1	7	integrationR::15::1	400 gallons	1	2	0	1	0	0	high	0
A2P065E9CYMYJL	integ	1	14	integrationR::15::1	400 gallons	1	4	0	1	0	0	high	0
A2ZJS73XSSMRTD	integ	1	2	integrationR::15::1	400 Gallons	1	5	0	1	0	0	high	0
A31IZKL0SIL3MB	integ	1	2	integrationR::15::1	400 gallons	0	0	0	1	0	0	high	0
A40LU73SS18IW	integ	1	9	integrationR::15::1	400 gallons	0	0	0	1	0	0	bach	0
AS1QMPXIT1EGX	integ	1	5	integrationR::15::1	400 gallons	1	4	0	1	0	0	bach	0
A10DEO061A6L3O	integ	1	5	integrationR::2::0	"1,000 feet "	0	1	0	1	0	0	bach	0
A12HZGOZQD5YK7	integ	1	9	integrationR::2::0	"1,000 feet"	0	1	0	1	0	0	other	0
A16UAN46CNIRHY	integ	1	1	integrationR::2::0	"1,000 feet"	1	4	0	1	0	0	bach	0
A1EITLFAMKA61U	integ	1	7	integrationR::2::0	"1,000 feet"	1	4	0	1	0	0	high	0
A27O2IILV3S5YS	integ	1	7	integrationR::2::0	"1,000 feet"	0	0	0	1	0	0	bach	0
A2DSQT79EPX7MY	integ	1	11	integrationR::2::0	"1,000 feet"	1	1	0	1	0	0	high	0
A2P065E9CYMYJL	integ	1	7	integrationR::2::0	"1,000 feet"	1	0	0	1	0	0	high	0
A2S3MXU8T2I5H0	integ	1	7	integrationR::2::0	"1,000 feet"	1	1	0	1	0	0	high	0
A37EV8RZ82WT8E	integ	1	4	integrationR::2::0	"1,000 feet"	1	6	0	1	0	0	bach	0
A3NKA0NIM0TX5C	integ	1	4	integrationR::2::0	"1,000 feet"	1	3	0	1	0	0	high	0
A40LU73SS18IW	integ	1	3	integrationR::2::0	"1,000 feet"	0	0	0	1	0	0	bach	0
A79EZLBBN7JVG	integ	1	2	integrationR::2::0	1000 feet	1	3	0	1	0	0	high	0
AS1QMPXIT1EGX	integ	1	1	integrationR::2::0	"1,000 feet"	0	0	0	1	0	0	bach	0
AZTTSP8SAHDR6	integ	1	1	integrationR::2::0	"1,000 feet"	0	0	0	1	0	0	bach	0
A10DEO061A6L3O	integ	1	13	integrationR::2::2	28 pounds 	1	4	0	1	0	0	bach	0
A16UAN46CNIRHY	integ	1	10	integrationR::2::2	28 pounds	1	6	0	1	0	0	bach	0
A1BXZYF3XW11LQ	integ	1	9	integrationR::2::2	28 pounds	0	2	0	1	0	0	bach	0
A1EITLFAMKA61U	integ	1	5	integrationR::2::2	28 pounds	1	5	0	1	0	0	high	0
A1VL7507UONPX0	integ	1	3	integrationR::2::2	28 pounds	0	1	0	1	0	0	bach	0
A2A07J1P6YEW6Z	integ	1	10	integrationR::2::2	28 pounds 	0	1	0	1	0	0	grad	0
A2DSQT79EPX7MY	integ	1	3	integrationR::2::2	18 pounds	1	6	0	1	0	0	high	1
A2P065E9CYMYJL	integ	1	4	integrationR::2::2	 28 pounds 	1	1	0	1	0	0	high	0
A2S3MXU8T2I5H0	integ	1	2	integrationR::2::2	28 pounds	0	1	0	1	0	0	high	0
A31IZKL0SIL3MB	integ	1	4	integrationR::2::2	28 pounds	0	0	0	1	0	0	high	0
A37EV8RZ82WT8E	integ	1	5	integrationR::2::2	28 pounds	1	3	0	1	0	0	bach	0
A3P5WIW36V70AI	integ	1	4	integrationR::2::2	28 pounds	0	1	0	1	0	0	high	0
A3QSFE6GKO157S	integ	1	9	integrationR::2::2	28 pounds	1	4	0	1	0	0	bach	0
A79EZLBBN7JVG	integ	1	14	integrationR::2::2	28 pounds	0	1	0	1	0	0	high	0
AS1QMPXIT1EGX	integ	1	15	integrationR::2::2	28 pounds	1	2	0	1	0	0	bach	0
A12HZGOZQD5YK7	off	2	8	off::11::3_4	"1,000 cubic metres"	0	0	0	0	0	1	other	0
A16UAN46CNIRHY	off	2	7	off::11::3_4	"1,000 cubic metres 12,000,000 cubic metres"	0	0	0	0	0	1	bach	0
A1EITLFAMKA61U	off	2	10	off::11::3_4	"1,000 cubic metres 12,000,000 cubic metres"	0	2	0	0	0	1	high	0
A1VL7507UONPX0	off	2	9	off::11::3_4	"1,000 cubic metres 12,000,000 cubic metres"	0	0	0	0	0	1	bach	0
A263KB3YR8VZTF	off	2	15	off::11::3_4	"1,000 cubic metres 12,000,000 cubic metres"	0	0	0	0	0	1	other	0
A2A07J1P6YEW6Z	off	2	12	off::11::3_4	"1,000 cubic meters 12,000,000 cubic meters"	0	0	0	0	0	1	grad	0
A2DSQT79EPX7MY	off	2	9	off::11::3_4	"1,000 cubic metres 120000000 cubic metres"	1	1	0	0	0	1	high	0
A2S3MXU8T2I5H0	off	2	3	off::11::3_4	"1,000 cubic metres and 12,000,000 cubic metres"	1	4	0	0	0	1	high	0
A2TYLR23CHRULH	off	2	4	off::11::3_4	" 1,000 cubic metres "	0	1	0	0	0	1	high	0
A2YLLYJ04QIRXZ	off	2	1	off::11::3_4	cubic metres of gas	0	0	0	0	0	1	bach	0
A37EV8RZ82WT8E	off	2	2	off::11::3_4	"1,000 cubic metres"	0	1	0	0	0	1	bach	0
A37I58C4258IPX	off	2	13	off::11::3_4	"1,000 cubic metres 12,000,000 cubic metres"	0	2	0	0	0	1	bach	0
A3QSFE6GKO157S	off	2	7	off::11::3_4	"1,000 cubic metres 12,000,000 cubic metres"	0	0	0	0	0	1	bach	0
A423QQ5WN43B9	off	2	8	off::11::3_4	"1,000 cubic metres "	1	4	0	0	0	1	grad	0
A79EZLBBN7JVG	off	2	9	off::11::3_4	1000 cubic metres	0	0	0	0	0	1	high	0
AS1QMPXIT1EGX	off	2	4	off::11::3_4	"1,000 cubic metres and 12,000,000 cubic metres"	0	0	0	0	0	1	bach	0
AZTTSP8SAHDR6	off	2	10	off::11::3_4	"1,000 cubic metres"	0	0	0	0	0	1	bach	0
A16UAN46CNIRHY	off	2	6	off::13::6_10	"200-pound 11,000 pounds"	0	1	0	0	0	1	bach	0
A1BXZYF3XW11LQ	off	2	12	off::13::6_10	"200 pounds 11,000 pounds"	0	0	0	0	0	1	bach	0
A1VL7507UONPX0	off	2	11	off::13::6_10	"200-pound 11,000 pounds"	0	1	0	0	0	1	bach	0
A263KB3YR8VZTF	off	2	11	off::13::6_10	"200-pound 11,000 pounds"	1	6	0	0	0	1	other	0
A27O2IILV3S5YS	off	2	12	off::13::6_10	 500 pounds	0	0	0	0	0	1	bach	0
A2DSQT79EPX7MY	off	2	13	off::13::6_10	"200-pound 11,000-pound"	1	6	0	0	0	1	high	0
A2S3MXU8T2I5H0	off	2	10	off::13::6_10	"200-pound and 11,000 pounds"	1	4	0	0	0	1	high	0
A2TYLR23CHRULH	off	2	3	off::13::6_10	 500 pounds	1	4	0	0	0	1	high	0
A2YLLYJ04QIRXZ	off	2	12	off::13::6_10	"200 and 11,000 pounds"	0	0	0	0	0	1	bach	0
A3NKA0NIM0TX5C	off	2	14	off::13::6_10	"200-pound 11,000 pounds"	1	4	0	0	0	1	high	0
A3P5WIW36V70AI	off	2	15	off::13::6_10	200 lbs and 11000lbs	0	3	0	0	0	1	high	0
A40LU73SS18IW	off	2	14	off::13::6_10	"200-pound 11,000 pounds"	1	3	0	0	0	1	bach	0
AS1QMPXIT1EGX	off	2	12	off::13::6_10	"200-pound 11,000 pounds"	0	0	0	0	0	1	bach	0
AZTTSP8SAHDR6	off	2	9	off::13::6_10	200-pound	0	0	0	0	0	1	bach	0
A12HZGOZQD5YK7	off	2	4	off::17::3_4	"60,830,000,000 cubic km"	0	0	0	0	0	1	other	0
A1BXZYF3XW11LQ	off	2	6	off::17::3_4	"60,830,000,000 cubic km"	0	0	0	0	0	1	bach	0
A1EITLFAMKA61U	off	2	11	off::17::3_4	"60,830,000,000 cubic km 1,083,210,000,000 cubic km"	1	3	0	0	0	1	high	0
A1VL7507UONPX0	off	2	12	off::17::3_4	"60,830,000,000 cubic km 1,083,210,000,000 cubic km"	0	1	0	0	0	1	bach	0
A27O2IILV3S5YS	off	2	13	off::17::3_4	"60,830,000,000 cubic km"	0	0	0	0	0	1	bach	0
A2S3MXU8T2I5H0	off	2	11	off::17::3_4	"60,830,000,000 cubic km and 1,083,210,000,000 cubic km"	1	3	0	0	0	1	high	0
A2TYLR23CHRULH	off	2	1	off::17::3_4	"60,830,000,000 cubic km"	1	6	0	0	0	1	high	0
A2YLLYJ04QIRXZ	off	2	13	off::17::3_4	"60,830,000,000 cubic km and 1,083,210,000,000 cubic km"	0	0	0	0	0	1	bach	0
A2ZJS73XSSMRTD	off	2	4	off::17::3_4	" 60,830,000,000 cubic km, 1,083,210,000,000 cubic km"	0	2	0	0	0	1	high	0
A37EV8RZ82WT8E	off	2	13	off::17::3_4	"60,830,000,000 cubic km 1,083,210,000,000 cubic km"	0	1	0	0	0	1	bach	0
A3QSFE6GKO157S	off	2	15	off::17::3_4	"60,830,000,000 cubic km 1,083,210,000,000 cubic km"	0	0	0	0	0	1	bach	0
A40LU73SS18IW	off	2	7	off::17::3_4	"60,830,000,000 cubic km 1,083,210,000,000 cubic km"	0	3	0	0	0	1	bach	0
A79EZLBBN7JVG	off	2	13	off::17::3_4	 60830000000 cubic km  1083210000000 cubic km	1	3	0	0	0	1	high	0
AZTTSP8SAHDR6	off	2	8	off::17::3_4	" 60,830,000,000 cubic km"	0	0	0	0	0	1	bach	0
A10DEO061A6L3O	off	2	4	off::2::2_4	"28 pounds,40 pounds "	0	0	0	0	0	1	bach	0
A16UAN46CNIRHY	off	2	14	off::2::2_4	28 pounds 40 pounds	0	0	0	0	0	1	bach	0
A1EITLFAMKA61U	off	2	4	off::2::2_4	28 pounds 40 pounds	1	5	0	0	0	1	high	0
A1VL7507UONPX0	off	2	5	off::2::2_4	28 pounds 40 pounds	0	1	0	0	0	1	bach	0
A2A07J1P6YEW6Z	off	2	1	off::2::2_4	"28 pounds, 40 pounds"	1	5	0	0	0	1	grad	0
A2DSQT79EPX7MY	off	2	10	off::2::2_4	28 pounds 40 pounds	1	4	0	0	0	1	high	0
A2P065E9CYMYJL	off	2	15	off::2::2_4	28 pounds  40 pounds	0	1	0	0	0	1	high	0
A2S3MXU8T2I5H0	off	2	15	off::2::2_4	28 pounds and 40 pounds	0	0	0	0	0	1	high	0
A2TYLR23CHRULH	off	2	6	off::2::2_4	28 pounds	1	4	0	0	0	1	high	0
A2YLLYJ04QIRXZ	off	2	4	off::2::2_4	28 to 48 pounds.	0	0	0	0	0	1	bach	0
A2ZJS73XSSMRTD	off	2	1	off::2::2_4	"28 lbs, 40 lbs"	0	2	0	0	0	1	high	0
A31IZKL0SIL3MB	off	2	11	off::2::2_4	"28 pounds, 40 pounds"	1	5	0	0	0	1	high	0
A3QSFE6GKO157S	off	2	11	off::2::2_4	28 pounds 40 pounds	1	4	0	0	0	1	bach	0
AS1QMPXIT1EGX	off	2	9	off::2::2_4	28 pounds 40 pounds	0	0	0	0	0	1	bach	0
AZTTSP8SAHDR6	off	2	15	off::2::2_4	28 pounds	0	0	0	0	0	1	bach	0
A10DEO061A6L3O	off	2	3	off::4::0_3	"9800 foot, 128 foot  "	0	0	0	0	0	1	bach	0
A12HZGOZQD5YK7	off	2	11	off::4::0_3	"9,800-foot"	0	0	0	0	0	1	other	0
A1VL7507UONPX0	off	2	6	off::4::0_3	"9,800-foot 128-foot"	0	1	0	0	0	1	bach	0
A27O2IILV3S5YS	off	2	2	off::4::0_3	"9,800-foot &  128-foot"	0	0	0	0	0	1	bach	0
A2S3MXU8T2I5H0	off	2	6	off::4::0_3	"9,800-foot and 128-foot"	0	0	0	0	0	1	high	0
A2TYLR23CHRULH	off	2	13	off::4::0_3	"9,800-foot"	0	2	0	0	0	1	high	0
A2YLLYJ04QIRXZ	off	2	6	off::4::0_3	"9,800 and 128 feet"	0	0	0	0	0	1	bach	0
A2ZJS73XSSMRTD	off	2	3	off::4::0_3	"9,800-foot, 128-foot"	0	0	0	0	0	1	high	0
A31IZKL0SIL3MB	off	2	6	off::4::0_3	"9800, 128 ft"	0	0	0	0	0	1	high	0
A3P5WIW36V70AI	off	2	14	off::4::0_3	9800ft and 128ft	1	0	0	0	0	1	high	0
A3QSFE6GKO157S	off	2	8	off::4::0_3	"9,800-foot 128-foot"	0	3	0	0	0	1	bach	0
A40LU73SS18IW	off	2	2	off::4::0_3	"9,800-foot 128-foot"	0	1	0	0	0	1	bach	0
A10DEO061A6L3O	pa	0	14	proportional_analogiesS::11::3_4	"1,000 cubic metres"	1	5	0	0	1	0	bach	0
A110KENBXU7SUJ	pa	0	12	proportional_analogiesS::11::3_4	"1,000 cubic metres  12,000,000 cubic metres per day"	1	3	0	0	1	0	high	0
A1BXZYF3XW11LQ	pa	0	1	proportional_analogiesS::11::3_4	"100 dollars 1,000 cubic metres 329 dollars 1,000 cubic metres 12,000,000 cubic metres "	1	6	0	0	1	0	bach	0
A1UY2W2FL9CWN	pa	0	7	proportional_analogiesS::11::3_4	"1,000 cubic meters, 12,000,000 cubic meters"	1	6	0	0	1	0	bach	0
A27O2IILV3S5YS	pa	0	6	proportional_analogiesS::11::3_4	" 12,000,000 cubic metres"	1	6	0	0	1	0	bach	0
A2P065E9CYMYJL	pa	0	13	proportional_analogiesS::11::3_4	"1,000 cubic metres 12,000,000 cubic metres"	1	5	0	0	1	0	high	0
A2ZJS73XSSMRTD	pa	0	8	proportional_analogiesS::11::3_4	"1,000 cubic metres, 12,000,000 cubic metres "	1	5	0	0	1	0	high	0
A31IZKL0SIL3MB	pa	0	9	proportional_analogiesS::11::3_4	"1000 cubic meter, 12000000 cubic meters"	0	1	0	0	1	0	high	0
A38U3EWZNEOMUH	pa	0	4	proportional_analogiesS::11::3_4	"1,000 cubic metres 12,000,000 cubic metres"	1	5	0	0	1	0	high	0
A3N0QZ9ZKUCTCQ	pa	0	9	proportional_analogiesS::11::3_4	"125-meter 12,000,000 cubic metres"	1	3	0	0	1	0	bach	0
A3NKA0NIM0TX5C	pa	0	13	proportional_analogiesS::11::3_4	"1,000 cubic metres  1,000 cubic metres12,000,000 cubic metres "	1	2	0	0	1	0	high	0
A3P5WIW36V70AI	pa	0	8	proportional_analogiesS::11::3_4	1000-12000000 cubic meters	1	6	0	0	1	0	high	0
A40LU73SS18IW	pa	0	1	proportional_analogiesS::11::3_4	"1,000 cubic metres 12,000,000 cubic metres"	1	4	0	0	1	0	bach	0
A10DEO061A6L3O	pa	0	6	proportional_analogiesS::13::6_10	"200 pound, 11,000 pounds "	1	6	0	0	1	0	bach	0
A110KENBXU7SUJ	pa	0	11	proportional_analogiesS::13::6_10	"200-pound 11,000 pounds"	1	4	0	0	1	0	high	0
A12HZGOZQD5YK7	pa	0	13	proportional_analogiesS::13::6_10	"200-pound 11,000 pounds"	1	5	0	0	1	0	other	0
A1EITLFAMKA61U	pa	0	2	proportional_analogiesS::13::6_10	"200-pound 11,000 pounds"	1	5	0	0	1	0	high	0
A1UY2W2FL9CWN	pa	0	1	proportional_analogiesS::13::6_10	"200-pound 11,000-pound"	1	6	0	0	1	0	bach	0
A2A07J1P6YEW6Z	pa	0	7	proportional_analogiesS::13::6_10	"200 pounds 11,000 pounds"	1	4	0	0	1	0	grad	0
A2P065E9CYMYJL	pa	0	1	proportional_analogiesS::13::6_10	200-pound 11000-pound	1	4	0	0	1	0	high	0
A2ZJS73XSSMRTD	pa	0	11	proportional_analogiesS::13::6_10	"200-pound , 11,000 pounds"	0	0	0	0	1	0	high	0
